State/Crop/District,Season,2002 - 2003,,,2003 - 2004,,,2004 - 2005,,,2005 - 2006,,,2006 - 2007,,,2007 - 2008,,,2008 - 2009,,,2009 - 2010,,,2010 - 2011,,,2011 - 2012,,,2012 - 2013,,,2013 - 2014,,,2014 - 2015,,,2015 - 2016,,,2016 - 2017,,,2017 - 2018,,,2018 - 2019,,,2019 - 2020,,,2020 - 2021,,,2021 - 2022,,,2022 - 2023,,
,,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield,Area,Production,Yield
,,(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.),(Hectare),(Tonnes),(Ton./Ha.)
Jharkhand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Arhar/Tur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total,1220.69,1004.62,0.82,1142.5,1227.05,1.07,1270.21,1931.98,1.52,1301.6,1205.28,0.93,1429.78,1055,0.74,607.14,579,0.95,1463.99,1323,0.9,1103,781,0.71,,,0,1181,887,0.75,1311,1514,1.15,1538,2633,1.71,1346,2261,1.68,1519,2022,1.33,,,0,7926,7649,0.97,6811,9154,1.34,3889,4806,1.24,4589,5678,1.24,8325,9657,1.16,9526,11590,1.22
Total (Maize),,62780.33,74309.85,1.18,89591.91,136369.87,1.52,92036.15,133580.57,1.45,74754.36,77409.86,1.04,75712.78,116029,1.53,76327.31,93851,1.23,72914.37,77225,1.06,60448,54087,0.89,,,0,65931,92140,1.4,93589,118472,1.27,85854,136388,1.59,106524,230750,2.17,118741,115121,0.97,124673,270738,2.17,294698,596732,2.02,261089,455316,1.74,256771,510928,1.99,298149,651837,2.19,284749,635251,2.23,240053,458372,1.91
11. Masoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Bokaro,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1439,921,0.64,945,256,0.27,1754,2280,1.3,2000,2800,1.4,1638,1966,1.2,1162,1627,1.4
2. Chatra,Rabi,,,,,,,,,,,,,316.24,139,0.44,292.33,191,0.65,,,,290,296,1.02,,,,321,317,0.99,356,346,0.97,372,287,0.77,360,260,0.72,343,246,0.72,,,,5415,5036,0.93,5418,4930,0.91,5390,4959,0.92,5208,4843,0.93,2350,1673,0.71,2475,1765,0.71
3. Deoghar,Rabi,,,,,,,,,,,,,3.25,2,0.62,1.05,0.68,0.65,,,,2,1,0.5,,,,,,,,,,,,,,,,,,,,,,836,794,0.95,2067,2480,1.2,2868,2725,0.95,3949,3752,0.95,2169,2061,0.95,1112,1056,0.95
4. Dhanbad,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,54,0.81,163,196,1.2,107,64,0.6,109,65,0.6,42,25,0.6,,,
5. Dumka,Rabi,,,,,,,,,,,,,2.2,1,0.45,2.73,2,0.73,,,,921,550,0.6,,,,230,260,1.13,283,268,0.95,289,267,0.92,255,148,0.58,216,180,0.83,,,,3330,2464,0.74,1933,1933,1,3182,3214,1.01,4229,4440,1.05,324,343,1.06,1270,1016,0.8
6. East singhbum,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,12,9,0.75,18,13,0.72,9,6,0.67,,,,3000,3150,1.05,2250,1800,0.8,2400,1920,0.8,2880,2362,0.82,2984,2462,0.83,2674,2219,0.83
7. Garhwa,Rabi,,,,1778.23,4836.79,2.72,743.2,447.41,0.6,750.35,292.64,0.39,571.25,311,0.54,575.46,304,0.53,,,,878,275,0.31,712,372,0.52,1184,1100,0.93,1066,1387,1.3,1274,1271,1,1046,771,0.74,752,444,0.59,,,,4630,5649,1.22,3785,2347,0.62,3836,2041,0.53,4758,3973,0.84,4845,5688,1.17,4743,3960,0.83
8. Giridih,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1522,1342,0.88,601,516,0.86,610,526,0.86,405,344,0.85,861,745,0.87,366,262,0.72
9. Godda,Rabi,1175.22,1003.63,0.85,2205.83,2161.71,0.98,984.16,630.85,0.64,1002.55,598.52,0.6,785.96,429,0.55,823.89,533,0.65,,,,798,476,0.6,814,833,1.02,725,820,1.13,2611,2473,0.95,2612,2016,0.77,,,,2522,1559,0.62,,,,4417,4770,1.08,4312,4786,1.11,4120,4614,1.12,3825,4590,1.2,4140,4595,1.11,4723,4369,0.93
10. Gumla,Rabi,,,,,,,,,,,,,,,,41.78,27,0.65,,,,51,52,1.02,,,,,,,50,49,0.98,51,39,0.76,52,37,0.71,50,40,0.8,,,,1822,2409,1.32,1095,1229,1.12,1028,930,0.9,3052,2762,0.9,3092,2798,0.9,4743,5573,1.17
11. Hazaribagh,Rabi,,,,,,,,,,,,,24.73,11,0.44,14.9,8,0.54,,,,48,49,1.02,,,,,,,138,134,0.97,96,74,0.77,241,174,0.72,147,137,0.93,,,,1738,1460,0.84,180,151,0.84,530,387,0.73,1980,1445,0.73,2392,2930,1.22,1349,677,0.5
12. Jamtara,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,0.4,,,,177,150,0.85,250,200,0.8,1470,1080,0.73,532,426,0.8,464,394,0.85,1260,1071,0.85
13. Khunti,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,0.67,2,1,0.5,56,41,0.73,,,,2412,2653,1.1,1029,926,0.9,1050,945,0.9,2610,2349,0.9,2245,2021,0.9,2277,2049,0.9
14. Koderma,Rabi,,,,,,,,,,,,,20.7,9,0.43,,,,,,,12,12,1,,,,,,,42,41,0.98,32,20,0.63,17,12,0.71,42,32,0.76,,,,3520,4224,1.2,2944,3533,1.2,3690,4428,1.2,3692,4430,1.2,4546,5455,1.2,830,996,1.2
15. Latehar,Rabi,,,,396.64,166.59,0.42,164.67,86.45,0.52,185.09,90.88,0.49,,,,190.1,133,0.7,,,,185,159,0.86,3,2,0.67,178,162,0.91,481,363,0.75,438,268,0.61,380,267,0.7,311,137,0.44,,,,2460,1380,0.56,2915,1647,0.57,2430,1349,0.56,3078,1718,0.56,3295,1835,0.56,2552,1416,0.55
16. Lohardaga,Rabi,,,,,,,,,,,,,6.17,3,0.49,8.54,6,0.7,,,,45,46,1.02,,,,66,65,0.98,47,46,0.98,32,20,0.63,22,16,0.73,94,48,0.51,,,,1590,1431,0.9,1265,639,0.51,1145,578,0.5,750,379,0.51,598,302,0.51,603,305,0.51
17. Pakur,Rabi,,,,,,,,,,,,,561.48,307,0.55,563.82,365,0.65,,,,564,337,0.6,,,,466,527,1.13,469,444,0.95,520,401,0.77,465,314,0.68,1430,1353,0.95,,,,4502,3602,0.8,3602,2882,0.8,4321,3457,0.8,4429,3543,0.8,3937,2894,0.74,2085,1043,0.5
18. Palamu,Rabi,1093.6,580.7,0.53,2612.91,1515.49,0.58,799.69,455.02,0.57,896.22,370.14,0.41,1182.34,922,0.78,1208.65,900,0.74,,,,1256,3752,2.99,2,1,0.5,1296,1087,0.84,3592,3351,0.93,3675,3183,0.87,2658,1922,0.72,2144,1612,0.75,,,,6402,4481,0.7,6429,5915,0.92,6241,4462,0.71,6600,4884,0.74,5376,4000,0.74,4253,3079,0.72
19. Ramgarh,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1468,1072,0.73,172,126,0.73,507,370,0.73,2260,1650,0.73,2391,1722,0.72,2531,1822,0.72
20. Ranchi,Rabi,,,,,,,,,,,,,3.39,1,0.29,,,,,,,28,29,1.04,,,,34,34,1,2,2,1,7,5,0.71,3,2,0.67,,,,,,,3982,1792,0.45,2137,1496,0.7,2755,2204,0.8,2985,2388,0.8,3067,2147,0.7,3123,2186,0.7
21. Sahebganj,Rabi,784.84,795.82,1.01,,,,,,,,,,661.63,361,0.55,652.54,422,0.65,,,,786,469,0.6,,,,535,605,1.13,542,513,0.95,640,494,0.77,514,553,1.08,563,395,0.7,,,,3600,1620,0.45,3125,1406,0.45,3560,1602,0.45,3910,1760,0.45,4430,1994,0.45,4455,2005,0.45
22. Saraikela kharsawan,Rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,,,,115,89,0.77,109,79,0.72,97,69,0.71,,,,3500,3850,1.1,2753,1927,0.7,1225,980,0.8,1836,1469,0.8,2309,1847,0.8,2120,1696,0.8
23. Simdega,Rabi,,,,,,,,,,,,,2.82,1,0.35,,,,,,,3,3,1,,,,,,,,,,1,1,1,3,2,0.67,4,3,0.75,,,,2818,3945,1.4,3415,4781,1.4,3415,3757,1.1,3455,3973,1.15,3453,3798,1.1,2814,3095,1.1
24. West singhbhum,Rabi,,,,,,,,,,,,,48.35,21,0.43,49.3,32,0.65,,,,37,38,1.03,45,36,0.8,59,58,0.98,422,410,0.97,423,327,0.77,387,279,0.72,,,,,,,4793,4266,0.89,4477,3985,0.89,4685,4048,0.86,3912,3419,0.87,4507,3930,0.87,5919,5179,0.87
Total (Masoor),,3053.66,2380.15,0.78,6993.61,8680.58,1.24,2691.72,1619.73,0.6,2834.21,1352.18,0.48,4190.51,2518,0.6,4425.09,2923.68,0.66,,,0,5904,6544,1.11,1576,1244,0.79,5097,5038,0.99,10104,9830,0.97,10592,8773,0.83,6532,4850,0.74,8785,6304,0.72,,,0,69440,62515,0.9,57262,50087,0.87,62319,52920,0.85,72444,63764,0.88,65455,57625,0.88,59439,48466,0.82
12. Moong(Green Gram),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Bokaro,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011,494,0.49,949,464,0.49,701,771,1.1,956,1243,1.3,922,738,0.8,805,1047,1.3
,Summer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,956,1243,1.3,,,,,,
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1011,494,0.49,949,464,0.49,701,771,1.1,1912,2486,1.3,922,738,0.8,805,1047,1.3
2. Chatra,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710,582,0.82,806,677,0.84,546,464,0.85,745,641,0.86,728,626,0.86,491,417,0.85
,Summer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745,641,0.86,,,,,,
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,710,582,0.82,806,677,0.84,546,464,0.85,1490,1282,0.86,728,626,0.86,491,417,0.85
3. Deoghar,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,450,0.6,803,482,0.6,584,526,0.9,661,595,0.9,289,260,0.9,125,113,0.9
,Summer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661,595,0.9,,,,,,
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,750,450,0.6,803,482,0.6,584,526,0.9,1322,1190,0.9,289,260,0.9,125,113,0.9
4. Dhanbad,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464,408,0.88,384,307,0.8,334,267,0.8,484,387,0.8,485,388,0.8,273,218,0.8
,Summer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484,387,0.8,,,,,,
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,464,408,0.88,384,307,0.8,334,267,0.8,968,774,0.8,485,388,0.8,273,218,0.8
5. Dumka,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1208,946,0.78,1326,1037,0.78,1143,1017,0.89,1142,971,0.85,466,396,0.85,87,74,0.85
,Summer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1142,971,0.85,,,,,,
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1208,946,0.78,1326,1037,0.78,1143,1017,0.89,2284,1942,0.85,466,396,0.85,87,74,0.85
6. East singhbum,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2482,1961,0.79,2277,1321,0.58,1776,1030,0.58,1353,852,0.63,175,111,0.63,390,252,0.65
,Summer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1353,852,0.63,,,,,,
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2482,1961,0.79,2277,1321,0.58,1776,1030,0.58,2706,1704,0.63,175,111,0.63,390,252,0.65
7. Garhwa,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014,406,0.4,306,63,0.21,333,68,0.2,225,165,0.73,215,158,0.73,120,84,0.7
,Summer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,165,0.73,,,,,,
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1014,406,0.4,306,63,0.21,333,68,0.2,450,330,0.73,215,158,0.73,120,84,0.7
8. Giridih,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905,789,0.87,1217,1053,0.87,1054,1339,1.27,1194,1152,0.96,1329,1292,0.97,766,762,0.99
,Summer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1194,1152,0.96,,,,,,
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,905,789,0.87,1217,1053,0.87,1054,1339,1.27,2388,2304,0.96,1329,1292,0.97,766,762,0.99
9. Godda,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579,521,0.9,621,559,0.9,452,416,0.92,37,33,0.89,670,422,0.63,829,456,0.55
,Summer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,33,0.89,,,,,,
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,579,521,0.9,621,559,0.9,452,416,0.92,74,66,0.89,670,422,0.63,829,456,0.55
10. Gumla,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017,934,0.92,570,590,1.04,1799,1849,1.03,1500,1542,1.03,1468,1057,0.72,630,510,0.81
,Summer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1542,1.03,,,,,,
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1017,934,0.92,570,590,1.04,1799,1849,1.03,3000,3084,1.03,1468,1057,0.72,630,510,0.81
11. Hazaribagh,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705,606,0.86,1381,1188,0.86,751,638,0.85,935,804,0.86,1078,916,0.85,689,517,0.75
,Summer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935,888,0.95,,,,,,
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,705,606,0.86,1381,1188,0.86,751,638,0.85,1870,1692,0.9,1078,916,0.85,689,517,0.75
12. Jamtara,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,41,1,84,67,0.8,164,139,0.85,141,141,1,150,158,1.05,96,82,0.85
,Summer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,141,1,,,,,,
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,41,41,1,84,67,0.8,164,139,0.85,282,282,1,150,158,1.05,96,82,0.85
13. Khunti,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807,734,0.91,1311,1167,0.89,96,44,0.46,1453,1162,0.8,868,694,0.8,867,650,0.75
,Summer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1453,1162,0.8,,,,,,
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,807,734,0.91,1311,1167,0.89,96,44,0.46,2906,2324,0.8,868,694,0.8,867,650,0.75
14. Koderma,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865,519,0.6,706,494,0.7,511,307,0.6,511,307,0.6,679,611,0.9,587,528,0.9
,Summer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514,463,0.9,,,,,,
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,865,519,0.6,706,494,0.7,511,307,0.6,1025,770,0.75,679,611,0.9,587,528,0.9
15. Latehar,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383,313,0.82,1241,1013,0.82,967,790,0.82,1295,1062,0.82,1297,1058,0.82,413,337,0.82
,Summer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295,1062,0.82,,,,,,
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,383,313,0.82,1241,1013,0.82,967,790,0.82,2590,2124,0.82,1297,1058,0.82,413,337,0.82
16. Lohardaga,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,62,0.45,337,152,0.45,783,352,0.45,770,347,0.45,240,108,0.45,280,126,0.45
,Summer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770,347,0.45,,,,,,
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,138,62,0.45,337,152,0.45,783,352,0.45,1540,694,0.45,240,108,0.45,280,126,0.45
17. Pakur,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,56,0.65,557,241,0.43,,,,807,565,0.7,212,148,0.7,11,8,0.73
,Summer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807,565,0.7,,,,,,
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,86,56,0.65,557,241,0.43,,,0,1614,1130,0.7,212,148,0.7,11,8,0.73
18. Palamu,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983,799,0.81,1040,426,0.41,1144,938,0.82,589,483,0.82,660,565,0.86,120,103,0.86
,Summer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589,477,0.81,,,,,,
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,983,799,0.81,1040,426,0.41,1144,938,0.82,1178,960,0.81,660,565,0.86,120,103,0.86
19. Ramgarh,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,366,0.85,520,442,0.85,358,304,0.85,407,346,0.85,560,426,0.76,426,324,0.76
,Summer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407,387,0.95,,,,,,
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,430,366,0.85,520,442,0.85,358,304,0.85,814,733,0.9,560,426,0.76,426,324,0.76
20. Ranchi,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2183,1746,0.8,1796,1347,0.75,1893,1514,0.8,2097,1678,0.8,2106,1685,0.8,1897,1518,0.8
,Summer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097,1678,0.8,,,,,,
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,2183,1746,0.8,1796,1347,0.75,1893,1514,0.8,4194,3356,0.8,2106,1685,0.8,1897,1518,0.8
21. Sahebganj,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,279,1.13,129,146,1.13,10,11,1.1,317,360,1.14,103,117,1.14,,,
,Summer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,360,1.14,,,,,,
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,246,279,1.13,129,146,1.13,10,11,1.1,634,720,1.14,103,117,1.14,,,0
22. Saraikela kharsawan,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5198,4678,0.9,4355,3049,0.7,3062,2143,0.7,2662,1863,0.7,1650,1155,0.7,5230,3661,0.7
,Summer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2662,3461,1.3,,,,,,
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,5198,4678,0.9,4355,3049,0.7,3062,2143,0.7,5324,5324,1,1650,1155,0.7,5230,3661,0.7
23. Simdega,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,900,0.9,1000,900,0.9,974,877,0.9,997,947,0.95,995,945,0.95,96,86,0.9
,Summer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997,947,0.95,,,,,,
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1000,900,0.9,1000,900,0.9,974,877,0.9,1994,1894,0.95,995,945,0.95,96,86,0.9
24. West singhbhum,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5799,4999,0.86,6649,5479,0.82,3501,2752,0.79,4423,3680,0.83,2646,2022,0.76,6737,5558,0.82
,Summer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4423,3680,0.83,,,,,,
,Total,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,5799,4999,0.86,6649,5479,0.82,3501,2752,0.79,8846,7360,0.83,2646,2022,0.76,6737,5558,0.82
Total (Moong(Green Gram)),,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,29004,23589,0.81,30365,22664,0.75,22936,18556,0.81,51405,44525,0.87,19991,16056,0.8,21965,17431,0.79
13. Niger seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1. Bokaro,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,208,0.52,400,208,0.52,,,,40,21,0.53,132,56,0.42,,,
2. Chatra,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,101,0.59,127,75,0.59,85,52,0.61,80,50,0.63,144,89,0.62,,,
3. Deoghar,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,54,0.5,,,,,,,,,,,,,,,
4. Dumka,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,32,0.59,100,60,0.6,,,,109,49,0.45,,,,,,
5. East singhbum,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786,507,0.65,443,257,0.58,250,145,0.58,47,27,0.57,32,19,0.59,,,
6. Garhwa,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,73,0.52,,,,,,,,,,,,
7. Giridih,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,0.4,63,26,0.41,40,17,0.43,69,30,0.43,61,27,0.44,46,20,0.43
8. Godda,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,40,0.6,,,,,,,,,,,,
9. Gumla,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060,581,0.55,1035,511,0.49,1354,669,0.49,1458,720,0.49,657,71,0.11,610,64,0.1
10. Hazaribagh,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,18,0.5,,,,98,49,0.5,245,123,0.5,116,52,0.45,12,5,0.42
11. Khunti,Kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,87,0.35,,,,266,120,0.45,148,67,0.45,171,77,0.45
